product_id,drug_substance,actives_by_dose,notes,fa,f,tmax,dose_value,dose_unit,pss_inchikey,pss_inchi,pss_smiles,ps_smiles,ps_num_drugs,parent_drug_id
33,REPAGLINIDE,REPAGLINIDE,,1,0.63,1,2,MG,FAEKWTJYAYMJKF-QHCPKHFHSA-N,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)/t23-/m0/s1",CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,1,30
34,RILPIVIRINE HYDROCHLORIDE, RILPIVIRINE,,,,4.5,25,MG,KZVVGZKAVZUACK-BJILWQEISA-N,"InChI=1S/C22H18N6.ClH/c1-15-12-18(4-3-10-23)13-16(2)21(15)27-20-9-11-25-22(28-20)26-19-7-5-17(14-24)6-8-19;/h3-9,11-13H,1-2H3,(H2,25,26,27,28);1H/b4-3+;",CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)/C=C/C#N.Cl,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1.Cl,1,32
34,TENOFOVIR DISOPROXIL FUMARATE, TENOFOVIR DISOPROXIL,,,0.25,2,245,MG,VCMJCVGFSROFHV-WZGZYPNHSA-N,"InChI=1S/C19H30N5O10P.C4H4O4/c1-12(2)33-18(25)28-9-31-35(27,32-10-29-19(26)34-13(3)4)11-30-14(5)6-24-8-23-15-16(20)21-7-22-17(15)24;5-3(6)1-2-4(7)8/h7-8,12-14H,6,9-11H2,1-5H3,(H2,20,21,22);1-2H,(H,5,6)(H,7,8)/b;2-1+/t14-;/m1./s1",C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.C(=C/C(=O)O)\C(=O)O,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C/C(=O)O,1,15
34,EMTRICITABINE,EMTRICITABINE,Fed Tmax for emtricitabine,,0.93,2.5,200,MG,XQSPYNMVSIKCOC-NTSWFWBYSA-N,"InChI=1S/C8H10FN3O3S/c9-4-1-12(8(14)11-7(4)10)5-3-16-6(2-13)15-5/h1,5-6,13H,2-3H2,(H2,10,11,14)/t5-,6+/m0/s1",C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,1,31
35,IRINOTECAN SUCROSOFATE,IRINOTECAN,,,,,4.3,MG PER ML,BCPSLKYBXGKPIW-RTXWKGGWSA-N,"InChI=1S/4C33H38N4O6.C12H22O35S8/c4*1-3-22-23-16-21(43-32(40)36-14-10-20(11-15-36)35-12-6-5-7-13-35)8-9-27(23)34-29-24(22)18-37-28(29)17-26-25(30(37)38)19-42-31(39)33(26,41)4-2;13-48(14,15)37-1-4-6(43-51(22,23)24)8(45-53(28,29)30)9(46-54(31,32)33)11(40-4)42-12(3-39-50(19,20)21)10(47-55(34,35)36)7(44-52(25,26)27)5(41-12)2-38-49(16,17)18/h4*8-9,16-17,20,41H,3-7,10-15,18-19H2,1-2H3;4-11H,1-3H2,(H,13,14,15)(H,16,17,18)(H,19,20,21)(H,22,23,24)(H,25,26,27)(H,28,29,30)(H,31,32,33)(H,34,35,36)/t4*33-;4-,5-,6-,7-,8+,9-,10+,11-,12+/m00001/s1",CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7.CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7.CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7.CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7.C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)COS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.O=S(=O)(O)OC[C@H]1O[C@@](COS(=O)(=O)O)(O[C@H]2O[C@H](COS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]2OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H]1OS(=O)(=O)O,1,33
36,TELOTRISTAT ETIPRATE,TELOTRISTAT ETHYL,,,,1.25,250,MG,XSFPZBUIBYMVEA-CELUQASASA-N,"InChI=1S/C27H26ClF3N6O3.C9H9NO3/c1-3-39-25(38)20(32)12-16-4-6-17(7-5-16)21-14-23(35-26(33)34-21)40-24(27(29,30)31)19-9-8-18(28)13-22(19)37-11-10-15(2)36-37;11-8(12)6-10-9(13)7-4-2-1-3-5-7/h4-11,13-14,20,24H,3,12,32H2,1-2H3,(H2,33,34,35);1-5H,6H2,(H,10,13)(H,11,12)/t20-,24+;/m0./s1",CCOC(=O)[C@H](CC1=CC=C(C=C1)C2=CC(=NC(=N2)N)O[C@H](C3=C(C=C(C=C3)Cl)N4C=CC(=N4)C)C(F)(F)F)N.C1=CC=C(C=C1)C(=O)NCC(=O)O,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1.O=C(O)CNC(=O)c1ccccc1,1,34
37,FERRIC MALTOL,IRON,Tmax refers to maltol and peak transferritin saturation,,,1.25,30,MG,AHPWLYJHTFAWKI-UHFFFAOYSA-K,"InChI=1S/3C6H6O3.Fe/c3*1-4-6(8)5(7)2-3-9-4;/h3*2-3,8H,1H3;/q;;;+3/p-3",CC1=C(C(=O)C=CO1)[O-].CC1=C(C(=O)C=CO1)[O-].CC1=C(C(=O)C=CO1)[O-].[Fe+3],Cc1occc(=O)c1[O-].Cc1occc(=O)c1[O-].Cc1occc(=O)c1[O-].[Fe+3],1,35
38,SUCROFERRIC OXYHYDROXIDE,IRON,Not absorbed - phosphate binder,0,0,,500,MG,FWZTTZUKDVJDCM-CEJAUHOTSA-M,"InChI=1S/C12H22O11.5Fe.2Na.4H2O.8O/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12;;;;;;;;;;;;;;;;;;;/h4-11,13-20H,1-3H2;;;;;;;;4*1H2;;;;;;;;/q;5*+3;2*+1;;;;;8*-2/p-1/t4-,5-,6-,7-,8+,9-,10+,11-,12+;;;;;;;;;;;;;;;;;;;/m1.................../s1",C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.O.O.O.[OH-].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Na+].[Na+].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3],OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Na+].[Na+].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[OH-],1,36
39,SUCROFERRIC OXYHYDROXIDE,IRON,Not absorbed - phosphate binder,0,0,,125,MG,FWZTTZUKDVJDCM-CEJAUHOTSA-M,"InChI=1S/C12H22O11.5Fe.2Na.4H2O.8O/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12;;;;;;;;;;;;;;;;;;;/h4-11,13-20H,1-3H2;;;;;;;;4*1H2;;;;;;;;/q;5*+3;2*+1;;;;;8*-2/p-1/t4-,5-,6-,7-,8+,9-,10+,11-,12+;;;;;;;;;;;;;;;;;;;/m1.................../s1",C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.O.O.O.[OH-].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Na+].[Na+].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3],OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Na+].[Na+].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[OH-],1,36
40,DESLORATADINE,DESLORATADINE,,,,4.5,2.5,MG,JAUOIFJMECXRGI-UHFFFAOYSA-N,"InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2",C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,1,37
40,PSEUDOEPHEDRINE SULFATE, PSEUDOEPHEDRINE SULFATE,,,,6.5,120,MG,CAVQBDOACNULDN-NRCOEFLKSA-N,"InChI=1S/2C10H15NO.H2O4S/c2*1-8(11-2)10(12)9-6-4-3-5-7-9;1-5(2,3)4/h2*3-8,10-12H,1-2H3;(H2,1,2,3,4)/t2*8-,10+;/m00./s1",C[C@@H]([C@H](C1=CC=CC=C1)O)NC.C[C@@H]([C@H](C1=CC=CC=C1)O)NC.OS(=O)(=O)O,CN[C@@H](C)[C@@H](O)c1ccccc1.CN[C@@H](C)[C@@H](O)c1ccccc1.O=S(=O)(O)O,2,38
41,RIBOCICLIB SUCCINATE,RIBOCICLIB,,,,2.5,200,MG,NHANOMFABJQAAH-UHFFFAOYSA-N,"InChI=1S/C23H30N8O.C4H6O4/c1-29(2)22(32)19-13-16-14-26-23(28-21(16)31(19)17-5-3-4-6-17)27-20-8-7-18(15-25-20)30-11-9-24-10-12-30;5-3(6)1-2-4(7)8/h7-8,13-15,17,24H,3-6,9-12H2,1-2H3,(H,25,26,27,28);1-2H2,(H,5,6)(H,7,8)",CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1.O=C(O)CCC(=O)O,1,39
42,ASENAPINE MALEATE,ASENAPINE,,,,,10,MG,GMDCDXMAFMEDAG-CHHFXETESA-N,"InChI=1S/C17H16ClNO.C4H4O4/c1-19-9-14-12-4-2-3-5-16(12)20-17-7-6-11(18)8-13(17)15(14)10-19;5-3(6)1-2-4(7)8/h2-8,14-15H,9-10H2,1H3;1-2H,(H,5,6)(H,7,8)/b;2-1-/t14-,15-;/m1./s1",CN1C[C@H]2[C@H](C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24.C(=C\C(=O)O)\C(=O)O,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1.O=C(O)/C=C\C(=O)O,1,40
43,PADELIPORFIN DI-POTASSIUM,PADELIPORFIN,,,,,366,MG,AOSMIFSJINLACN-NAEAMVODSA-J,"InChI=1S/C37H45N5O9S.2K.Pd/c1-8-22-17(2)25-16-30-33(21(6)43)19(4)27(40-30)14-26-18(3)23(9-10-31(44)45)35(41-26)24(13-32(46)51-7)36-34(37(47)38-11-12-52(48,49)50)20(5)28(42-36)15-29(22)39-25;;;/h14-18,22-23H,8-13H2,1-7H3,(H5,38,39,40,41,42,43,44,45,47,48,49,50);;;/q;2*+1;+2/p-4/t17-,18+,22-,23+;;;/m1.../s1",CC[C@@H]1[C@H](C2=NC1=CC3=C(C(=C([N-]3)C(=C4[C@H]([C@@H](C(=N4)C=C5C(=C(C(=C2)[N-]5)C(=O)C)C)C)CCC(=O)[O-])CC(=O)OC)C(=O)NCCS(=O)(=O)[O-])C)C.[K+].[K+].[Pd+2],CC[C@H]1c2cc3[n-]c(c(CC(=O)OC)c4nc(cc5[n-]c(cc(n2)[C@@H]1C)c(C(C)=O)c5C)[C@@H](C)[C@@H]4CCC(=O)[O-])c(C(=O)NCCS(=O)(=O)[O-])c3C.[K+].[K+].[Pd+2],1,41
44,BUDESONIDE,BUDESONIDE,A micronised formulation states that the oral availability of budesonide is complete and rapid,,,1.11,1,MG,VOVIALXJUBGFJZ-KWVAZRHASA-N,"InChI=1S/C25H34O6/c1-4-5-21-30-20-11-17-16-7-6-14-10-15(27)8-9-23(14,2)22(16)18(28)12-24(17,3)25(20,31-21)19(29)13-26/h8-10,16-18,20-22,26,28H,4-7,11-13H2,1-3H3/t16-,17-,18-,20+,21?,22+,23-,24-,25+/m0/s1",CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,42
45,ABIRATERONE ACETATE,ABIRATERONE ACETATE,Abiraterone acetate is rapidly converted to abiraterone,,,2,500,MG,UVIQSJCZCSLXRZ-UBUQANBQSA-N,"InChI=1S/C26H33NO2/c1-17(28)29-20-10-12-25(2)19(15-20)6-7-21-23-9-8-22(18-5-4-14-27-16-18)26(23,3)13-11-24(21)25/h4-6,8,14,16,20-21,23-24H,7,9-13,15H2,1-3H3/t20-,21-,23-,24-,25-,26+/m0/s1",CC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC=C4C5=CN=CC=C5)C)C,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,1,43
46,ERTUGLIFLOZIN L-PYROGLUTAMIC ACID,ERTUGLIFLOZIN,,1,1,1,15,MG,YHIUPZFKHZTLSH-LXYIGGQGSA-N,"InChI=1S/C22H25ClO7.C5H7NO3/c1-2-28-16-6-3-13(4-7-16)9-14-10-15(5-8-17(14)23)22-20(27)18(25)19(26)21(11-24,30-22)12-29-22;7-4-2-1-3(6-4)5(8)9/h3-8,10,18-20,24-27H,2,9,11-12H2,1H3;3H,1-2H2,(H,6,7)(H,8,9)/t18-,19-,20+,21-,22-;3-/m00/s1",CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@@]34[C@@H]([C@H]([C@@H]([C@@](O3)(CO4)CO)O)O)O)Cl.C1CC(=O)N[C@@H]1C(=O)O,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1.O=C1CC[C@@H](C(=O)O)N1,1,44
47,IOFLUPANE (123I),IOFLUPANE (123I),,,,,74,MBQ PER ML,HXWLAJVUJSVENX-HFIFKADTSA-N,"InChI=1S/C18H23FINO2/c1-23-18(22)17-15(12-3-5-13(20)6-4-12)11-14-7-8-16(17)21(14)10-2-9-19/h3-6,14-17H,2,7-11H2,1H3/t14-,15+,16+,17-/m0/s1/i20-4",COC(=O)[C@@H]1[C@H]2CC[C@H](N2CCCF)C[C@@H]1C3=CC=C(C=C3)[123I],COC(=O)[C@H]1[C@@H](c2ccc([123I])cc2)C[C@@H]2CC[C@H]1N2CCCF,1,45
48,MITAPIVAT SULFATE,MITAPIVAT,Less than 1% of parent dose is recovered in faeces,,0.73,0.75,50,MG,DMRIPASJCJRBMV-UHFFFAOYSA-N,"InChI=1S/2C24H26N4O3S.H2O4S.3H2O/c2*29-24(28-15-13-27(14-16-28)17-18-6-7-18)20-8-10-21(11-9-20)26-32(30,31)22-5-1-3-19-4-2-12-25-23(19)22;1-5(2,3)4;;;/h2*1-5,8-12,18,26H,6-7,13-17H2;(H2,1,2,3,4);3*1H2",C1CC1CN2CCN(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5.C1CC1CN2CCN(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5.O.O.O.OS(=O)(=O)O,O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1.O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1.O=S(=O)(O)O,2,46
49,CRIZOTINIB,CRIZOTINIB,,,0.43,5,250,MG,KTEIFNKAUNYNJU-GFCCVEGCSA-N,"InChI=1S/C21H22Cl2FN5O/c1-12(19-16(22)2-3-17(24)20(19)23)30-18-8-13(9-27-21(18)25)14-10-28-29(11-14)15-4-6-26-7-5-15/h2-3,8-12,15,26H,4-7H2,1H3,(H2,25,27)/t12-/m1/s1",C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1,47
50,PONATINIB HYDROCHLORIDE,PONATINIB,,,,4,45,MG,BWTNNZPNKQIADY-UHFFFAOYSA-N,"InChI=1S/C29H27F3N6O.ClH/c1-20-5-6-22(16-21(20)8-10-25-18-33-27-4-3-11-34-38(25)27)28(39)35-24-9-7-23(26(17-24)29(30,31)32)19-37-14-12-36(2)13-15-37;/h3-7,9,11,16-18H,12-15,19H2,1-2H3,(H,35,39);1H",CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5.Cl,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl,1,48
51,IMIPENEM MONOHYDRATE,IMIPENEM,,,,,500,MG,GSOSVVULSKVSLQ-JJVRHELESA-N,"InChI=1S/C12H17N3O4S.H2O/c1-6(16)9-7-4-8(20-3-2-14-5-13)10(12(18)19)15(7)11(9)17;/h5-7,9,16H,2-4H2,1H3,(H2,13,14)(H,18,19);1H2/t6-,7-,9-;/m1./s1",C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O.O,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12,1,49
51,CILASTATIN SODIUM, CILASTATIN,,,,,500,MG,QXPBTTUOVWMPJN-QBNHLFMHSA-M,"InChI=1S/C16H26N2O5S.Na/c1-16(2)8-10(16)13(19)18-12(15(22)23)6-4-3-5-7-24-9-11(17)14(20)21;/h6,10-11H,3-5,7-9,17H2,1-2H3,(H,18,19)(H,20,21)(H,22,23);/q;+1/p-1/b12-6-;/t10-,11+;/m1./s1",CC1(C[C@@H]1C(=O)N/C(=C\CCCCSC[C@@H](C(=O)O)N)/C(=O)[O-])C.[Na+],CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)[O-].[Na+],1,50
51,RELEBACTAM MONOHYDRATE, RELEBACTAM,,,,,250,MG,TWFRCSHLWKJBQH-UXQCFNEQSA-N,"InChI=1S/C12H20N4O6S.H2O/c17-11(14-8-3-5-13-6-4-8)10-2-1-9-7-15(10)12(18)16(9)22-23(19,20)21;/h8-10,13H,1-7H2,(H,14,17)(H,19,20,21);1H2/t9-,10+;/m1./s1",C1C[C@H](N2C[C@@H]1N(C2=O)OS(=O)(=O)O)C(=O)NC3CCNCC3.O,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,1,51
52,ETRAVIRINE,ETRAVIRINE,,,,4,200,MG,PYGWGZALEOIKDF-UHFFFAOYSA-N,"InChI=1S/C20H15BrN6O/c1-11-7-14(10-23)8-12(2)17(11)28-19-16(21)18(24)26-20(27-19)25-15-5-3-13(9-22)4-6-15/h3-8H,1-2H3,(H3,24,25,26,27)",CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,1,52
53,ELVITEGRAVIR,ELVITEGRAVIR,,,,4,150,MG,JUZYLCPPVHEVSV-LJQANCHMSA-N,"InChI=1S/C23H23ClFNO5/c1-12(2)19(11-27)26-10-16(23(29)30)22(28)15-8-14(20(31-3)9-18(15)26)7-13-5-4-6-17(24)21(13)25/h4-6,8-10,12,19,27H,7,11H2,1-3H3,(H,29,30)/t19-/m1/s1",CC(C)[C@@H](CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,1,53
53,COBICISTAT, COBICISTAT,,,,3,150,MG,ZCIGNRJZKPOIKD-CQXVEOKZSA-N,"InChI=1S/C40H53N7O5S2/c1-29(2)38-43-34(27-53-38)25-46(3)39(49)45-36(16-17-47-18-20-51-21-19-47)37(48)42-32(22-30-10-6-4-7-11-30)14-15-33(23-31-12-8-5-9-13-31)44-40(50)52-26-35-24-41-28-54-35/h4-13,24,27-29,32-33,36H,14-23,25-26H2,1-3H3,(H,42,48)(H,44,50)(H,45,49)/t32-,33-,36+/m1/s1",CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,1,54
53,EMTRICITABINE, EMTRICITABINE,,,,3,200,MG,XQSPYNMVSIKCOC-NTSWFWBYSA-N,"InChI=1S/C8H10FN3O3S/c9-4-1-12(8(14)11-7(4)10)5-3-16-6(2-13)15-5/h1,5-6,13H,2-3H2,(H2,10,11,14)/t5-,6+/m0/s1",C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,1,31
53,TENOFOVIR ALAFENAMIDE FUMARATE, TENOFOVIR ALAFENAMIDE,,,,1,10,MG,SVUJNSGGPUCLQZ-FQQAACOVSA-N,"InChI=1S/2C21H29N6O5P.C4H4O4/c2*1-14(2)31-21(28)16(4)26-33(29,32-17-8-6-5-7-9-17)13-30-15(3)10-27-12-25-18-19(22)23-11-24-20(18)27;5-3(6)1-2-4(7)8/h2*5-9,11-12,14-16H,10,13H2,1-4H3,(H,26,29)(H2,22,23,24);1-2H,(H,5,6)(H,7,8)/b;;2-1+/t2*15-,16+,33+;/m11./s1",C[C@H](CN1C=NC2=C(N=CN=C21)N)OC[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC3=CC=CC=C3.C[C@H](CN1C=NC2=C(N=CN=C21)N)OC[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC3=CC=CC=C3.C(=C/C(=O)O)\C(=O)O,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1.CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)Oc1ccccc1.O=C(O)/C=C/C(=O)O,2,55
54,TOLCAPONE,TOLCAPONE,,,0.65,2,200,MG,MIQPIUSUKVNLNT-UHFFFAOYSA-N,"InChI=1S/C14H11NO5/c1-8-2-4-9(5-3-8)13(17)10-6-11(15(19)20)14(18)12(16)7-10/h2-7,16,18H,1H3",CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,1,56
55,SORAFENIB TOSILATE,SORAFENIB,,,,,200,MG,IVDHYUQIDRJSTI-UHFFFAOYSA-N,"InChI=1S/C21H16ClF3N4O3.C7H8O3S/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25;1-6-2-4-7(5-3-6)11(8,9)10/h2-11H,1H3,(H,26,30)(H2,28,29,31);2-5H,1H3,(H,8,9,10)",CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,1,57
56,FLUTICASONE FUROATE,FLUTICASONE FUROATE,,,,,0.1,MG,XTULMSXFIHGYFS-VLSRWLAYSA-N,"InChI=1S/C27H29F3O6S/c1-14-9-16-17-11-19(29)18-10-15(31)6-7-24(18,2)26(17,30)21(32)12-25(16,3)27(14,23(34)37-13-28)36-22(33)20-5-4-8-35-20/h4-8,10,14,16-17,19,21,32H,9,11-13H2,1-3H3/t14-,16+,17+,19+,21+,24+,25+,26+,27+/m1/s1",C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)OC(=O)C5=CC=CO5)C)O)F)C)F,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,1,58
56,UMECLIDINIUM BROMIDE, UMECLIDINIUM BROMIDE,,,,,0.0742,MG,PEJHHXHHNGORMP-UHFFFAOYSA-M,"InChI=1S/C29H34NO2.BrH/c31-29(26-12-6-2-7-13-26,27-14-8-3-9-15-27)28-16-19-30(20-17-28,21-18-28)22-23-32-24-25-10-4-1-5-11-25;/h1-15,31H,16-24H2;1H/q+1;/p-1",C1C[N+]2(CCC1(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCOCC5=CC=CC=C5.[Br-],OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2.[Br-],1,59
